Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
11/8/2007,8:00,"Khartoum, Sudan",52.2854834,104.2890222,Juba Air Cargo,,Khartoum - Juba,Antonov 12,ST-JUA,3341110,4,0,4,0,0,0,2,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground."
11/30/2007,1:36,"Near Isparta, Turkey",30.1863557,71.4885808,Atlasjet Airlines,4203,Istanbul - Isparta,McDonnell Douglas MD-83,TC-AKM,53185/2090,57,50,7,57,50,7,0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The accident was caused by pilot error as a result of the condition known as spatial disorientation. The pilot is believed to have lost the sight of line for the horizon and instead of trusting the flight instruments, diverted the aircraft to the route where the crash occurred."
12/3/2007,17:18,"Off Whittier, Alaska",33.93911,67.709953,"Evergreen Alaska Helicopters, Inc.",,Cordova - Ancorage,Eurocopter Deutschland BK117C1,N141LG,,4,3,1,4,3,1,0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system."
12/5/2007,6:48,"Columbus, Ohio",-2.5123017,28.8480284,Castle Aviation,,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,N28MG,208B-0732,2,1,1,2,1,1,0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions."
1/4/2008,9:48,"Los Roques, Venezuela",42.792313,-73.2269461,Transaven,,Los Rogues - Carac,Let 410 UVP-E3,YV2081,872051,18,16,2,18,16,2,0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.
1/12/2008,,"Blace, Macedonia",45.0526415,9.6936883,Military - Macedonian Air Force,,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,VAM-304,223M98,11,10,1,11,10,1,0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.
1/17/2008,12:43,"London, England",48.015883,37.80285,British Airways,38,"Bejing, China - London, England",Boeing 777-236ER,G-YMMM,30314/342,152,136,16,0,0,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again."
1/23/2008,19:00,"Miroslawiec, Poland",38.0389091,-84.5152662,Military - Polish Air Force,,Warsaw - Miroslawiec,CASA C-295M,19,S-043,20,16,4,20,16,4,0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport."
1/26/2008,9:35,"Near Malinau, Indonesia",32.427908,53.688046,Dirgantara Air Service,,Tarakan - Long Apung,CASA NC-212-200,PK-VSE,92N/412,3,0,3,3,0,3,0,The cargo plane crashed while en route.
2/21/2008,17:00,"Merida, Venezuela",31.6205076,65.7158193,Santa Barbara Airlines,518,Merida - Caracas,ATR-42-300,YV-1449,28,46,43,3,46,43,3,0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida. The pilots took off from Merida without waiting for the navigation system to properly initialize. Consequently, they became disoriented in the mountainous terrain surrounding the airport, crashing into the side of a mountain while trying to determine their location."
2/26/2008,16:16,"Off Macae , Rio de Janeiro , Argentina",43.0252344,44.6659759,BHS - Brazilian Helicopter Service Air Taxi,,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,PP-MUM,2570,20,17,3,5,4,1,0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea."
3/3/2008,16:00,"Near Bethani, Nepal",6.7835394,9.0695492,United Nations Mission,,,Mi-17,,,10,7,3,10,7,3,0,"The helicopter, carrying United Nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames."
4/3/2008,11:00,"Lawa, Suriname",-11.6179644,-50.6650634,Blue Wing Airlines,,Paramaribo - Lawa,Antonov An-28,PZ-TSO,1AJ007-17,19,17,2,19,17,2,0,While attempting to land the crew aborted the the approach and executed a go-around. Soon after the plane flew into a hillside.
4/9/2008,23:27,"Bundeena, Australia",59.7952153,5.5079412,Avtex Air Services,,Sydney - Brisbane,Swearingen SA227AC Metroliner III,VH-OZA,AC-600,1,0,1,1,0,1,0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.
4/11/2008,22:15,"Chrisinau, Moldova",56.3156387,55.4058373,Kata Transportation,,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,ST-AZL,3009,8,0,8,8,0,8,0,"Just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. Pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. All eight crew members aboard were killed"
4/15/2008,14:30,"Goma, Congo",9.0562646,7.4985259,Hewa Bora Airways,,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,9Q-CHN,47731,85,79,6,0,0,0,47,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market."
4/16/2008,14:23,"Off Annobon Island, Equatorial Guinea",-4.0845986,137.1866179,Military - Government of Equatorial Guinea,,Bata - Annobon Island,Antonov An-32B,3C-5GE,1609,13,8,5,13,8,5,0,Crashed into the ocean after skidding off the runway in high winds and heavy rain.
4/28/2008,9:38,"Off Crimea, Black Sea",-4.203165,-69.935907,Naftogaz,,,Mil Mi-8T,UR-24275,98734295,20,18,2,20,18,2,0,The helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land. The pilot was a trainee flying with an instructor. One survivor succumbed to his injuries soon after the crash.
5/17/2008,16:30,"Stehekin, Washington",35.7218583,51.3346954,Chelan Air Service,,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,N5998Q,1151,5,4,1,2,2,0,0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.
5/24/2008,9:30,"Two Harbors, Catalina Island, California",34.3117,-117.475,Island Express Helicopter Service,,Long Beach - Two Harbors,Eurocopter AS350D Astar,N67GE,1604,6,5,1,4,3,1,0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed. Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade.
5/26/2008,18:15,"Near Chelyabinsk, Russia",-4.0096221,119.6290617,Moskovia Airlines,GAI-9675,Chelyabinsk - Perm,Antonov An-12,RA-12957,8345508,9,0,9,9,0,9,0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line."
5/29/2008,14:13,"Panama City, Panama",34.0076216,44.148291,Military - Servicio Aereo Nacional,,Tocumen - Colon,Bell UN-1N Huey,SAN-100,,12,9,3,11,9,2,0,"Chile's national police chief General Jose Alejandro Bernales, 59, and five others were killed when their helicopter crashed into a three story building. The helicopter pitched wildly before crashing into the building."
5/30/2008,9:40,"Tegucigalpa, Honduras",33.315241,44.3660671,TACA International Airlines,390,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,EI-TAF,1374,136,131,5,3,2,1,2,"After making a missed approach and during the second attempt at landing at Toncontin Airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. The runway was wet with rain from Tropical Storm Alma."
6/8/2008,7:45,"Huntsville, Texas",43.2951,-0.370797,PHI Air Medical,,Huntsville-Houston,Bell 407,N416PH,53276,4,1,3,4,1,3,0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog."
6/10/2008,20:45,"Khartoum, Sudan",-7.8013672,110.3647568,Sudan Airways,548,Aman - Damascus - Khartoum,Airbus A-310-324,ST-ATN,548,214,203,11,32,31,1,0,"While landing in poor weather, the plane skidded off the runway, hit navigation poles and burst into flames. The plane had flown from Amman via Damascus but been turned back once from Khartoum and forced to land in Port Sudan, on the Red Sea, because of bad weather, before being allowed to return to Khartoum. The accident was due to a long flaring distance (900 meters from R/W threshold) on a wet slippery runway without selecting Auto brake and with one deactivated engine reverse in such rainy conditions. The remaining available landing distance turned out to be too short to allow the captain to stop the aircraft before the end of the runway."
6/18/2008,10:03,"Hyannis, Massachusetts",22.2214996,-159.4815487,Wiggins Airways,,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,N656WA,47,1,0,1,1,0,1,0,"The cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first. The pilot's failure to remove the flight control lock prior to takeoff. Contributing to the accident was the FAA's failure to issue an airworthiness directive making the manufacturer's previously issued flight control lock service bulletins mandatory."
6/20/2008,,"Bannang Sata, Thailand",22.2229583,-159.5575969,Military - Thai Army,,,Bell UH-1N,,,10,8,2,10,8,2,0,The military helicopter developed a mechanical problem and crashed into a hill while attemping to land.
6/26/2008,15:03,"Near Salak Mountain, Indonesia",-22.697154,-47.043008,Military - Indonesian Air Force,,Jakarta - aerial survelliance,CASA NC-212,A-2106,228/N68,18,13,5,18,13,5,0,The plane went missing in an area approximately 60 miles south of Jakarta while on a aerial surveillance mission.
6/27/2008,7:05,"Near Malakal, Sudan",53.203772,50.1606382,Juba Air Cargo,,Khartoum - Juba,Antonov 12BK,ST-ARN,8346010,8,6,2,7,5,2,0,The cargo plane crashed mid-flight after entering an area of thunderstorms. Triple engine failure.
6/29/2008,15:48,"Flagstaff, Arizona",2.0372133,45.3379172,Air Methods / Classic Helicopters,,Medical flight,Bell 407 / Bell 407,N407GA / N407MJ,53104 / 53079,7,5,2,6,4,2,0,The two helicopters struck each other in mid-air and crashed in a wooded area about 0.5 miles from Flagstaff Medical Center. Both helicopter pilots' failure to see and avoid the other helicopter on approach to the helipad. Contributing to the accident were the failure of N407GA's pilot to follow arrival and noise abatement guidelines and the failure of N407MJ's pilot to follow communications guidelines.
6/30/2008,7:00,"Near Khartoum, Sudan",4.933333,-59.8,Ababeel Aviaition,,Khartoum - Juba,Ilysushin Il-76TD,ST-WTB,1003499994,4,0,4,4,0,4,0,"While taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. All four crew members were killed."
7/6/2008,2:15,"Saltillo, Mexico",42.8706519,45.6906525,USA Jet Airlines,199,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,N199US,47153/185,2,0,2,1,0,1,0,"While attempting to land, the cargo plane, loaded with auto parts, and experiencing engine trouble, crashed splitting into four pieces and scattering debris across an area of about 600 meters in diameter. The pilot was killed and the copilot seriously injured."
7/7/2008,3:50,"Near Bogota, Colombia",3.7796742,9.9772486,Centurian Air Cargo,,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,N714CK,22446/519,8,0,8,0,0,0,3,"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside. Double engine failure."
7/31/2008,9:53,"Owatonna, Minnesota",29.6721339,34.3053545,East Coast Jets,81,"Atlantic City, NJ- Owatonna,MN",British Aerospace BAe-125-800A,N818MV,258186,8,6,2,8,6,2,0,"While attempting to land on Runway 30, the business jet landed 500 to 1000 feet down a 5,000 ft. runway, overran the runway, passed over a ditch and roadway, slid into a cornfield and broke up. One person survived the accident but died later. The pilots  were both working on insufficient sleep and displayed poor coordination with one another. The pilots failed to account for a wet runway and 8-knot tailwind when they touched down on the 5,500-foot runway, and they should have applied a braking system a full seven seconds earlier than they did.Realizing they were running out of runway, the pilots hit the throttles to try to take off again. Had the pilots hit the lift dump right after touchdown, or landed into the wind, the plane probably could have stopped safely on the runway. The accident was due to the captain's decision to attempt a go-around late in the landing roll with insufficient runway remaining. Contributing to the accident were the pilots' poor crew coordination and lack of cockpit discipline.; fatigue, which likely impaired both pilots' performance and failure of the FAA to require crew resource management training and standard operating procedures for Part 135 operators."
8/3/2008,7:00,"North Vancouver Island, British Colombia, Canada",-1.4296737,28.0742249,Pacific Coastal Airlines,,"Port Hardy - Chamiss Bay, Vancouver Island",Grumman G-21A Goose,C-GPCD,B-76,7,6,1,5,4,1,0,"The plane crashed in a remote mountanous region of Vancouver Island while en route on a short 30 minute flight. Investigators determined the plane's body broke apart when it hit the ground near Alice Lake, and exposed electrical wires sent sparks into a pool of spilled fuel, starting a fire that consumed the plane. The accident was triggered when the plane stalled and dipped while attempting a steep climb over a ridge."
8/5/2008,19:30,"Near Junction City, California",-11.4417838,-74.8273184,Junction City Fire Department,,Ferrying fire fighters,Sikorsky S-61N,N612AZ,61297,13,11,2,9,8,1,0,"The helicopter was ferrying fire fighters in Northern California's Shasta-Trinity National Forest when it crashed. The four survivors were seriously burned, with two listed in critical condition. The helicopter lost main rotor power during liftoff."
8/6/2008,11:40,"Sunat Tanon, Thailand",8.4870803,-13.2354918,Military - Royal Thai Air Force,,Betong - ?,Bell Huey UH-1H,,,10,8,2,10,8,2,0,The helicopter crashed while ferrying a forensic team to the site of a gun battle between Muslim rebels and security forces. The aircraft suffered engine failure and crashed into the side of a hill.
8/13/2008,7:30,"K-50 Airport, Somalia",43.0410344,-87.9096783,Fly 540,,Kenya - Somalia,Fokker F-27 Friendship 500,5Y-BVF,10627,3,0,3,3,0,3,0,While on approach in poor weather the cargo plane struck a telephone line and crashed. Extremely poor weather conditions.
8/20/2008,14:45,"Madrid, Spain",49.0183549,106.3334287,Spanair,5022,"Madrid - Las Palmas, Canary Islands",McDonnell Douglas MD-82,EC-HFP,53148/2072,172,166,6,154,148,6,0,"The airliner crashed while attempting to takeoff. The plane was able to get slightly airborne before crashing into a ravine at the end of the runway. The plane took off without the crew extending  it's flaps and slats, but the pilots would not have known there was a problem because the alarm did not go off. Malware may have interfered with the warning  alarm software."
8/24/2008,20:30,"Bishkek, Kyrgyzstan",-8.7368981,24.9872821,Itek Air,IRC6895,"Bishkek - Tehran, Iran",Boeing B-737-219,EX-009,22088/676,90,83,7,68,67,1,0,"The plane crashed shortly after taking off from Manas International Airport.  After 10 minutes, the crew reported a severe loss of cabin pressure and said they were returning when it crashed 6 miles from the airport. The Iran Aseman Airlines flight was being carried out by Itek Air. The forward left cabin door was not closed completely, and that the person who closed it was an engineer who was not listed among those (in the Cabin Attendant Manual) who were supposed to close the door.  A report concludes that the aircraft originally lost cabin pressure due to this."
8/30/2008,21:50,"Near Toacaso, Ecuador",10.6268905,103.5115319,Conviasa,,Caracas - Latacunga,Boeing B-737-291,YV-102T,21545/525,3,0,3,3,0,3,0,The plane was on a positioning flight when it flew into the side of Iliniza Volcano.
9/1/2008,12:10,"Columbus, Ohio",-6.2694214,14.2337805,Air Tahoma,,Colombus - Mansfield,Convair CV-580,N587X,361,3,0,3,3,0,3,0,"Soon after taking off the pilot radioed he was returning to the airport but the aircraft crashed into a corn field, broke up and burned. The improper (reverse) rigging of the elevator trim cables by company maintenance personnel, and their subsequent failure to discover the misrigging during required post-maintenance checks. Contributing to the accident was the captainâ€™s inadequate post-maintenance preflight check."
9/3/2008,20:20,"Off Dubai, United Arab Emirates",24.8090649,-107.3940117,Aerogulf,,,Bell 212,A6-AVL,,7,5,2,7,5,2,0,"While attempting to take off, the helicopter struck a crane, crashed on to the deck of the Maersk Resilient oil drilling rig, broke up and fell into the sea 43 miles off Duabi."
9/14/2008,3:15,"Perm, Russia",58.9896099,-125.7784133,Aeroflot,SU821,Moscow - Perm,Boeing B-737-505,VP-BKO,25792/2353,88,82,6,88,82,6,0,"The aircraft crashed into a ravine adjacent to railroad tracks and near an apartment building as it was approaching Perm for a landing. The plane was at 3,600 when contact was lost with the tower. Pilot error. The captain ""lost spatial orientation"" after he misread an altitude indicator on the instrument panel. The pilot  was determined to be intoxicated."
9/19/2008,23:53,"Columbia, South Carolina",-23.5557714,-46.6395571,Global Executive Aviation,,"Colombia, SC - Los Angeles, CA",Learjet 60,N999LJ,314,6,4,2,4,2,2,0,"The plane was attempting to take off from Columbia Metropolitan Airport when it overran the runway, crashed through a perimeter fence, struck antennas and came to rest on an embankment adjacent to highway. The accident was caused by the operatorâ€™s inadequate maintenance of the airplaneâ€™s tires, which resulted in multiple tire failures during takeoff roll due to severe underinflation, and the captainâ€™s execution of a rejected takeoff after V1, which was inconsistent with her training and standard operating procedures."
9/27/2008,3:57,"Camp Springs, Maryland",9.6830297,41.8426898,Maryland State Police,,Medical evacuation flight,Aerospatiale SA365N-1 Dauphin II,N92MD,6311,5,4,1,4,3,1,0,The medical helicopter carrying victims of a traffic accident crashed in fog at Walker Mill Regional Park. The pilot radioed for help prior to the accident.
10/8/2008,7:31,"Lukla, Nepal",63.588753,-154.4930619,Yeti Airlines,,Katmandu - Lukla,de Havilland Canada DHC-6 Twin Otter 300,9N-AFE,720,19,16,3,18,16,2,0,"As the passenger plane came in for a landing, in fog, the main landing gears snagged on a security fence. The plane crashed to the ground and caught fire. The pilot was the only survivor. The cause was the two pilots who misjudged deteriorating weather conditions and flew inside a patch of fog while trying to land at Lukla airport, which is carved into the side of the Himalayas at an altitude of 9,200 feet."
10/15/2008,23:58,"Aurora, Illinois",55.7568721,37.6150527,Air Angles Inc.,,Sandwich - Chicago,Bell 222,N992AA,47062,4,1,3,4,1,3,0,"The helicopter clipped a radio tower wire, crashed and burned killing all aboard."
11/13/2008,11:35,"Fallujah, Iraq",-17.5388435,-149.8295234,Falcon Aviation Group,,al-Asad air base - Baghdad,Antonov An-12,S9-SAO,346908,7,0,7,7,0,7,0,"The cargo plane, chartered by FedEx, crashed west of Baghdad, shortly after taking off from al Asad air base and after the crew reported a malfunction with the plane."
11/16/2008,10:32,"Thormanby Island, British Columbia, Canada",55.3422222,-131.6461111,Pacific Coastal Airlines,,Vancouver - Powell River - Toba Inlet,Grumman G-21A Goose,C-FPCK,1187,8,7,1,7,6,1,0,The charter aircraft crashed into a steep hillside on south Thormanby Island 19 minutes after taking off and exploded into flames. Controlled flight into terrain caused by poor weather conditions and the decision by the pilot to fly in such conditions.
11/27/2008,17:00,"Off Perpignan, France",26.3343533,127.8056058,XL Airways leased from Air New Zealand,,Training,Airbus A320-232,D-AXLA,2500,7,0,7,7,0,7,0,"The Airbus A320 was leased by XL Airways of Germany since May 2006. The plane was scheduled to be returned to its owner, Air New Zealand. The plane was ferried to Perpignan, France where it underwent maintenance at EAS Industries. During a second test flight, on approach to Perpignan, at 3,500 feet, radio contact was lost. A controller reported seeing the plane descending quickly in a left bank. The aircraft soon after crashed into the sea and broke up. While attempting to test slowing the airplane to an unsafe speed, the plane's computer failed to automatically recover to safe flight, The plane stalled and crashed. The reason the computer failed was that both angle-of-attack sensors were frozen.The reason water froze in the sensors was the plane had been washed using a firehose without protecting the sensors."
12/3/2008,12:13,"San Juan, Puerto Rico",-25.4268985,-49.2651984,Webstas Aviation Services Inc.,,"Tortola Virgin Islands - San Juan, PR",Rockwell International 690B,N318WA,11444,3,2,1,3,2,1,0,"The plane struck the side of El Yunque mountain 2,310 feet, east of San Juan in heavy fog."
12/11/2008,6:25,"Off Sabine Pass, Texas",35.4666329,44.3798895,Rotorcraft Leasing Co,,Sabine Pass - Oil Platform,Bell 206-L4 Jet Ranger III,N180AL,52104,3,3,2,3,3,2,0,"The helicopter ferrying workers to an off shore drilling platform crashed into the Gulf, 8 miles from Sabine Pass."
12/15/2008,16:40,Off Turks and Caicos Islands,-5.387502,26.9911288,Alantis Aviation,,"Santiago, Dominican Republic - Providenciales",Britten Norman BN-2A Trislander Mk3,N650LP,1029,12,11,1,12,11,1,0,The charter flight disappeared from radar 35 minutes into the flight and after the pilot radioed a mayday call. Probably crashed into the ocean. Never found.
1/1/2009,4:37,"Lubock, Texas",-1.658501,29.2204548,Empire Airlines leased from FedEx,8284,Fort Worth - Lubbock,ATR-42-320,N902FX,175,2,0,2,2,0,2,0,"Crashed while attempting to land. The probable cause of this accident was the flight crew's failure to monitor and maintain a minimum safe airspeed while executing an instrument approach in icing conditions, which resulted in an aerodynamic stall at low altitude. Contributing to the accident were 1) the flight crew's failure to follow published standard operating procedures in response to a flap anomaly, 2) the captain's decision to continue with the unstabilized approach, 3) the flight crew's poor crew resource management, and 4) fatigue due to the time of day in which the accident occurred and a cumulative sleep debt, which likely impaired the captain's performance."
1/4/2009,15:30,Near Houma Louisiana,7.9843109,98.3307468,Petroleum Helicopters Inc,,Bayou Penchant - Off shore oil fields,Sikorsky S-76C++,N748P,760629,9,7,2,8,6,2,0,"A helicopter bound for offshore oil fields went down about 75 miles southwest of New Orleans shortly after taking off. The sudden loss of power to both engines that resulted from impact with a red-tailed hawk, which fractured the windshield and interfered with engine fuel controls and the subsequent disorientation of the flightcrrew members. Also the lack of FAA regulations and guidance at the time the helicopter was certificated requiring helicopter windshields to be resistant to bird strikes and the lack of protections that would prevent T-handles from inadvertently dislodging out of the detents and the lack of a master warning light and audible system to alert the flightcrew of low-rotor speed conditions."
1/15/2009,,"Adraskan district, Afghanistan",-8.034101,26.790893,Afghan Army,,,Mil Mi-17,,,13,NULL,NULL,13,NULL,NULL,0,Either shot down or crashed due to bad weather.
1/15/2009,15:06,"New York, New York",-4.3032527,15.310528,US Airways,1549,"New York, NY- Charlotte, NC",Airbus A320-214,N106US,1044,155,150,5,0,0,0,0,"The plane was taking off from La Guardia Airport when both engines were disabled after striking a flock of geese. The crew was able to ditch the plane in the Hudson River, making a soft landing. All 150 passengers and crew of 5 made it out safely before the plane began to sink. No one was reported to be seriously injured."
2/7/2009,14:00,"Manacapuru, Brazil",3.766667,-73.833333,Aerotaxi Manaus,,Coari - Manus,Bandeirante EMB-110P1,PT-SEA,110352,28,26,2,24,22,2,0,"The plane was being used as an air taxi to ferry passengers between cities when it crashed in the Manacapuru River, 50 miles from Manus. The plane took off under warning of strong winds and rain. The crew asked permission to return shortly after takeoff because they lost an engine.The plane disappeared from radar and lost contact with ATC.The plane crashed into the river when the crew tried to land the plane on an abandoned runway in the town of Manacapuru."
2/12/2009,22:17,"Clarence Center, New York",15.597431,32.535587,Continental Connection/Colgan Air,3407,"Newark, N.J. - Buffalo, NY",Bombardier DHC-8-402 Q400,N200WQ,4200,49,44,5,49,44,5,1,"The commuter plane crashed while attemptiong to land in rain and sleet, 6 miles northeast of Buffalo Niagara International Airport, were it was scheduled to land. Preliminary evidence suggests the crew selected the landing gear down and set the flaps 15 degrees. Immediately after selecting the flaps the stick shaker activated. The captain then pulled on the controls, slowing the airplane even further causing the plane to stall. Colgan Air officials acknowledged that both pilots apparently were not paying close attention to the aircraft's instruments and failed to follow the airline's procedures for handling an impending stall in the final minutes of the flight. The captainâ€™s inappropriate response to the activation of the stick shaker, which led to an aerodynamic stall from which the airplane did not recover. Contributing to the accident were (1) the flight crewâ€™s failure to monitor airspeed in relation to the rising position of the low-speed cue, (2) the flight crewâ€™s failure to adhere to sterile cockpit procedures, (3) the captainâ€™s failure to effectively manage the flight, and (4) Colgan Airâ€™s inadequate procedures for airspeed selection and management during approaches in icing conditions."
2/15/2009,19:15,"Chanco, Chile",37.7626487,30.553705,Flight Service,,,Bell UH-1H,CC-CBW,,13,12,1,13,12,1,0,The helicopter was carrying firemen to a nearby forest fire when it crashed into a fog shrouded mountain killing all aboard.
2/20/2009,4:10,"Luxor, Egypt",60.7745903,-148.6858408,Aerolift,,"Entebbe, Uganda - Luxor, Egypt - Niklaev, Ukraine",Antonov 12V,S9-SVN,6344310,5,0,5,5,0,5,0,"While attemping to take off from Luxor, the cargo plane slammed to the ground, slid down the runway and caught fire."
2/25/2009,10:31,"Amsterdam, Netherlands",39.9625112,-83.0032218,Turkish Airlines,1951,"Istanbul, Turkey - Amsterdam, Netherlands",Boeing 737-8F2,TC-JGE,29789/1065,134,127,7,9,6,3,0,The plane was on final approach to Runway 18R when it crashed 1 mile short of the runway into a field and broke in three. Nine people were killed and 55 injured. A faulty instrument caused the plane's autopilot to cut fuel to the engines prematurely. Pilots were late to notice warning signals and reacted inadequately.
3/9/2009,5:40,"Lake Victoria, Uganda",11.84918995,-66.7507701,Aerolift,,"Entebbe, Uganda - Mogadishu, Somalia",Ilyushin Il-76T,S9-SAB,73410301,11,7,4,11,7,4,0,"The cargo plane carrying and water purification equipment crashed into Lake Victoria shortly after taking off. Possibly caused by one or a combination of factors, including loss of engine power, malfunction of the flight control system, pilot impairment, inattentiveness to altitude and inadequate handling of the aircraft. An investigation  found that the navigator used a forged license and that the aircraft and engines were beyond their service life."
3/12/2009,9:48,"Off St. Johns, Newfoundland",42.1526524,21.3318248,Cougar Helicopters,,St. Johns - Hibernia platform,Sikorsky S-92A,C-GZCH,920048,18,16,2,17,15,2,0,The pilot reported a technical malfunction and radioed that he was returning to St. Johns. He then radioed a mayday. The helicopter then went down in what was a controlled emergency crash landing. The accident happened about 30 miles off St. Johns. Two main gearbox filter bowl assembly mounting studs made of titanium were found broken. This resulted in the loss of gearbox oil.
3/22/2009,14:28,"Butte, Montana",51.5072178,-0.1275862,Eagle Cap Leasing,,"Oroville, CA - Butte, MT",Pilatus PC-12/45,N128CM,403,14,13,1,14,13,1,0,"The plane crashed 500 feet short of the runway while attempting to land at Bert Mooney Airport. The plane took a nosedive and crashed near Holy Cross cemetery. The plane was carrying children and adults from California to a skiing vacation in Montana when it diverted from its planned destination of Bozeman to Butte. The pilot, who did not use a required anti-ice additive in the fuel,continued to fly despite a deteriorating fuel system. In addition, the plane was 600 pounds over it's take-off weight."
3/23/2009,6:48,"Tokyo, Japan",53.34254,16.089279,FedEx,80,"Guangzhou, China - Tokyo, Japan",McDonnell Douglas MD-11,N526FE,48600/560,2,0,2,2,0,2,0,"The fatigued pilot flying the cargo plane flared too late on landing. From his position in the cockpit he was then apparently unable to tell that the main gear had bounced and the tail was rising, so he pitched the plane down to bring the nose to the ground, instead of up to recover from the bounce. The plane bounced again, harder, lost   control, veered to the left, turned over, and was destroyed by fire."
4/1/2009,14:00,"Off Crimond, Scotland",3.584221,116.647797,Bond Offshore Helicopters,,Miller field - Aberdeen,Eurocopter AS 332L2 Super Puma 2,G-REDL,,16,14,2,16,14,2,0,The helicopter crashed 35 miles East of Crimond in the North Sea while transporting oil workers. A mayday was received prior to the crash. Catastrophic failure of the main rotor gearbox.
